"","museum_no","X","objectID","isHighlight","accessionYear","isPublicDomain","primaryImage","primaryImageSmall","additionalImages","constituents","department","objectName","title","culture","period.x","dynasty","reign","portfolio","artistRole","artistPrefix","artistDisplayName","artistDisplayBio","artistSuffix","artistAlphaSort","artistNationality","artistBeginDate","artistEndDate","artistGender","artistWikidata_URL","artistULAN_URL","objectDate","objectBeginDate","objectEndDate","medium","dimensions","measurements","creditLine","geographyType","city","state","county","country","region","subregion","locale","locus","excavation","river","classification","rightsAndReproduction","linkResource","metadataDate","repository","objectURL","tags","objectWikidata_URL","isTimelineWork","GalleryNumber","excavation_no","id_text","accession_no","accounting_period","acquisition_history","alternative_years","archive","ark","atf_source","atf_up","author","author_remarks","cdli_collation","cdli_comments","citation","collection","collection_copyright","composite_id","condition_description","date_entered","date_of_origin","date_remarks","date_updated","dates_referenced","db_source","designation","electronic_publication","elevation","external_id","findspot_remarks","findspot_square","genre","google_earth_collection","google_earth_provenience","height","join_information","language","lineart_up","material","object_preservation","object_remarks","object_type","period.y","period_remarks","photo_up","primary_publication","provenience","provenience_remarks","public","public_atf","public_images","publication_date","publication_history","published_collation","seal_id","seal_information","stratigraphic_level","subgenre","subgenre_remarks","surface_preservation","text_remarks","thickness","translation_source","width","writing_phase"
"348","86.11.478",111,321851,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/vs86.11.478.jpg","https://images.metmuseum.org/CRDImages/an/web-large/vs86.11.478.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-669.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: fragment, Ebabbar archive","Babylonian or Achaemenid","Neo-Babylonian or Achaemenid","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 7th–4th century B.C.",-700,-300,"Clay","0.59 x 1.26 x 1.34 in. (1.5 x 3.2 x 3.4 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 3.4, 'Height': 1.5, 'Width': 3.2}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Sippar (modern Tell Abu Habba)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321851","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P500894","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 115","",NA,"","",NA,"",NA,NA,"","","Akkadian","","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 4, 115","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","",NA,"","",NA,"","","",NA,"","no translation","",""
"349","86.11.480",150,321853,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/vs86.11.480.jpg","https://images.metmuseum.org/CRDImages/an/web-large/vs86.11.480.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-494.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: fragment of a hire contract","Babylonian","Neo-Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 544 B.C.",-544,-544,"Clay","2.3 x 4.3 x 1.7 cm (7/8 x 1 3/4 x 5/8 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 1.7000000000000002, 'Height': 2.3, 'Width': 4.3}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321853","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P412383","","","","","","21198/zz00211xcp","no atf","","Spar, Ira & Dassow, Eva von","fragment of a hire contract",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","6/15/2010","Nabonidus.12.--.22","","10/21/2018","Nabonidus.12.--.22","","CTMMA 3, 105","",NA,"","",NA,"Legal",NA,NA,"","","","150ppi 20160630","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 3, 105","Ba e (mod. uncertain)","","yes","yes","yes","2000","",NA,"","",NA,"","","",NA,"","no translation","",""
"350","86.11.481",157,321854,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/vsz86.11.481.jpg","https://images.metmuseum.org/CRDImages/an/web-large/vsz86.11.481.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-547.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: fragment of a contract","Babylonian","Neo-Babylonian (?)","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 626–539 B.C. (?)",-626,-539,"Clay","2.2 x 3.5 x 1.4 cm (7/8 x 1 3/8 x 1/2 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 1.4, 'Height': 2.2, 'Width': 3.5}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321854","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P412433","","","","","","21198/zz0021w85m","no atf","","Spar, Ira & Dassow, Eva von","fragment of a contract",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","6/15/2010","","","10/21/2018","","","CTMMA 3, 155","",NA,"","",NA,"Legal",NA,NA,"","","","150ppi 20160630","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 3, 155","","","yes","yes","yes","2000","",NA,"","",NA,"","","",NA,"","no translation","",""
"351","86.11.482",154,321855,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/vs86_11_482a.jpg","https://images.metmuseum.org/CRDImages/an/web-large/vs86_11_482a.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-548.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: fragment of an accounting record (?)","Babylonian or Achaemenid","Neo-Babylonian or Achaemenid","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 7th–4th century B.C.",-700,-300,"Clay","2.6 x 4.7 x 1.7 cm (1 x 1 7/8 x 5/8 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 1.7000000000000002, 'Height': 2.6, 'Width': 4.7}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321855","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P412434","","","","","","21198/zz00217d93","no atf","","Spar, Ira & Dassow, Eva von","fragment of an accounting record(?)",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","6/15/2010","","","10/21/2018","","","CTMMA 3, 156","",NA,"","",NA,"Legal",NA,NA,"","","","150ppi 20160630","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 3, 156","","","yes","yes","yes","2000","",NA,"","",NA,"","","",NA,"","no translation","",""
"352","86.11.484",103,321857,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/vs86.11.484.jpg","https://images.metmuseum.org/CRDImages/an/web-large/vs86.11.484.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-680.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: fragment, Ebabbar archive","Babylonian or Achaemenid","Neo-Babylonian or Achaemenid","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 7th–4th century B.C.",-700,-300,"Clay","0.79 x 1.54 x 1.89 in. (2.01 x 3.91 x 4.8 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 4.8, 'Height': 2.01, 'Width': 3.91}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Sippar (modern Tell Abu Habba)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321857","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P500895","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 126","",NA,"","",NA,"",NA,NA,"","","Akkadian","","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 4, 126","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","",NA,"","",NA,"","","",NA,"","no translation","",""
"353","86.11.485",104,321858,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/vsz86.11.485.jpg","https://images.metmuseum.org/CRDImages/an/web-large/vsz86.11.485.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-672.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: fragment, Ebabbar archive","Babylonian or Achaemenid","Neo-Babylonian or Achaemenid","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 7th–4th century B.C.",-700,-300,"Clay","0.67 x 0.79 x 1.57 in. (1.7 x 2.01 x 3.99 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 3.99, 'Height': 1.7000000000000002, 'Width': 2.01}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Sippar (modern Tell Abu Habba)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321858","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P500896","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 118","",NA,"","",NA,"",NA,NA,"","","Akkadian","","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 4, 118","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","",NA,"","",NA,"","","",NA,"","no translation","",""
"354","86.11.487",140,321860,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/vsz86.11.487.jpg","https://images.metmuseum.org/CRDImages/an/web-large/vsz86.11.487.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-493.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: fragment of a contract","Babylonian","Neo-Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 544 B.C.",-544,-544,"Clay","2.5 x 3.9 x 1.5 cm (1 x 1 1/2 x 5/8 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 1.5, 'Height': 2.5, 'Width': 3.9}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Babylon (modern Hillah)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321860","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P412382","","","","","","21198/zz00211xb5","no atf","","Spar, Ira & Dassow, Eva von","fragment of a contract",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","6/15/2010","Nabonidus.12.07.22","","10/21/2018","Nabonidus.12.07.22","","CTMMA 3, 104","",NA,"","",NA,"Legal",NA,NA,"","","","150ppi 20160630","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 3, 104","B bili (mod. Babylon)","","yes","yes","yes","2000","",NA,"","",NA,"","","",NA,"","no translation","",""
"355","86.11.488",236,321861,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/VS86.11.488X.JPG","https://images.metmuseum.org/CRDImages/an/web-large/VS86.11.488X.JPG","['https://images.metmuseum.org/CRDImages/an/original/DP-211-396.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: fragment of a promissory note for dates, Esagilaya archive","Babylonian","Neo-Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 569 B.C.",-569,-569,"Clay","2.1 x 4.4 x 1.8 cm (7/8 x 1 3/4 x 3/4 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 1.8, 'Height': 2.1, 'Width': 4.4}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Babylon (modern Hillah)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321861","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P412287","","","","","","21198/zz00217j6g","no atf","","Spar, Ira & Dassow, Eva von","fragment of a promissory note for dates",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","6/15/2010","Nebuchadnezzar2.36.06.04 ?","","10/21/2018","Nebuchadnezzar2.36.06.04 ?","","CTMMA 3, 009","",NA,"","",NA,"Legal",NA,NA,"","","","150ppi 20160630","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 3, 009","B bili (mod. Babylon)","","yes","yes","yes","2000","",NA,"","",NA,"","","",NA,"","no translation","",""
"356","86.11.489",102,321862,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/vs86.11.489.jpg","https://images.metmuseum.org/CRDImages/an/web-large/vs86.11.489.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-380.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: fragment, content uncertain","","","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. late 1st millennium B.C.",-1000,-1,"Clay","1 1/8 x 1 3/4 x 3/8 in. (3 x 4.5 x 1.1 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 3, 'Thickness': 1.1, 'Width': 4.5}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321862","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P412271","","","","","","21198/zz002240m1","no atf","","Spar, Ira & Lambert, Wilfred G.","Fragment. Content Uncertain",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 100","",NA,"","",NA,"uncertain",NA,NA,"","","Akkadian","150ppi 20160630","clay","","","tablet","","","","CTMMA 2, 100","","","yes","yes","yes","2005","",NA,"","",NA,"","","",NA,"","no translation","",""
"357","86.11.490",159,321863,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/vs86_11_490a.jpg","https://images.metmuseum.org/CRDImages/an/web-large/vs86_11_490a.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-319.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: fragment of Syllabary B","","","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. late 1st millennium B.C.",-1000,-1,"Clay","1 1/8 x 1 3/4 x 3/4 in. (3 x 4.3 x 2 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 3, 'Thickness': 2, 'Width': 4.3}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321863","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P412225","","","","","","21198/zz0021d15z","no atf","","Spar, Ira & Lambert, Wilfred G.","Sb Fragment",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 052","",NA,"","",NA,"Lexical",NA,NA,"","","Akkadian","150ppi 20160630","clay","","","tablet","","","","CTMMA 2, 052","","","yes","yes","yes","2005","",NA,"","",NA,"","","",NA,"","no translation","",""
"358","86.11.492",108,321865,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/vs86_11_492a.jpg","https://images.metmuseum.org/CRDImages/an/web-large/vs86_11_492a.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-678.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: fragment, Ebabbar archive","Babylonian or Achaemenid","Neo-Babylonian or Achaemenid","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 7th–4th century B.C.",-700,-300,"Clay","0.75 x 1.34 x 1.73 in. (1.91 x 3.4 x 4.39 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 4.39, 'Height': 1.9100000000000001, 'Width': 3.4}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Sippar (modern Tell Abu Habba)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321865","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P500898","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 124","",NA,"","",NA,"",NA,NA,"","","Akkadian","","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 4, 124","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","",NA,"","",NA,"","","",NA,"","no translation","",""
"359","86.11.493",109,321866,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/vsz86.11.493b.JPG","https://images.metmuseum.org/CRDImages/an/web-large/vsz86.11.493b.JPG","['https://images.metmuseum.org/CRDImages/an/original/DP-211-381.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: fragment, content uncertain","","","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. late 1st millennium B.C.",-1000,-1,"Clay","7/8 x 1 1/4 x 5/8 in. (2.2 x 3.3 x 1.5 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 2.2, 'Thickness': 1.5, 'Width': 3.3}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321866","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P412272","","","","","","21198/zz002240nj","no atf","","Spar, Ira & Lambert, Wilfred G.","Fragment, Content Uncertain",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 101","",NA,"","",NA,"uncertain",NA,NA,"","","Akkadian","150ppi 20160630","clay","","","tablet","","","","CTMMA 2, 101","","","yes","yes","yes","2005","",NA,"","",NA,"","","",NA,"","no translation","",""
"360","86.11.494",112,321867,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/vs86.11.494.jpg","https://images.metmuseum.org/CRDImages/an/web-large/vs86.11.494.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-677.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: fragment, Ebabbar archive","Babylonian or Achaemenid","Neo-Babylonian or Achaemenid","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 7th–4th century B.C.",-700,-300,"Clay","0.79 x 0.67 x 1.77 in. (2.01 x 1.7 x 4.5 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 4.5, 'Height': 2.01, 'Width': 1.7000000000000002}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Sippar (modern Tell Abu Habba)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321867","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P500899","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 123","",NA,"","",NA,"",NA,NA,"","","Akkadian","","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC) ?","","","CTMMA 4, 123","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","",NA,"","",NA,"","","",NA,"","no translation","",""
"361","86.11.496",364,321868,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/vs86_11_422_515_516.jpg","https://images.metmuseum.org/CRDImages/an/web-large/vs86_11_422_515_516.jpg","[]","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: record of a judicial decision","Babylonian","Neo-Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 555–539 B.C.",-555,-539,"Clay","2 7/16 × 1 3/4 × 1 in. (6.2 × 4.5 × 2.5 cm)
1 × 13/16 × 13/16 in. (2.5 × 2.1 × 2.1 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.1, 'Height': 2.5, 'Width': 2.1}}, {'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.5, 'Height': 6.2, 'Width': 4.5}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Babylon (modern Hillah)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321868","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P500900","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, nn","",NA,"","",NA,"",NA,NA,"","","Akkadian","","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, nn","B bili (mod. Babylon) ?","","yes","yes","yes","2014","",NA,"","",NA,"","","",NA,"","no translation","",""
"362","86.11.499",365,321871,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/vs86_11_422_515_516.jpg","https://images.metmuseum.org/CRDImages/an/web-large/vs86_11_422_515_516.jpg","[]","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: record of a judicial decision","Babylonian","Neo-Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 555–539 B.C.",-555,-539,"Clay","","","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Babylon (modern Hillah)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321871","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P500902","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, nn","",NA,"","",NA,"",NA,NA,"","","Akkadian","","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, nn","B bili (mod. Babylon) ?","","yes","yes","yes","2014","",NA,"","",NA,"","","",NA,"","no translation","",""
"363","86.11.510",189,322068,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/vs86_11_510_511a.jpg","https://images.metmuseum.org/CRDImages/an/web-large/vs86_11_510_511a.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-320.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: fragment of Syllabary B","","","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. late 1st millennium B.C.",-1000,-1,"Clay","1 1/4 x 3/4 x 1/4 in. (3.3 x 2 x 0.6 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 3.3, 'Thickness': 0.6000000000000001, 'Width': 2}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/322068","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P412226","","","","","","21198/zz0021d16g","no atf","","Spar, Ira & Lambert, Wilfred G.","Sb Fragment",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 053","",NA,"","",NA,"Lexical",NA,NA,"","","Akkadian","150ppi 20160630","clay","","","tablet","","","","CTMMA 2, 053","","","yes","yes","yes","2005","",NA,"","",NA,"","","",NA,"","no translation","",""
