,objectID,isHighlight,accessionNumber,accessionYear,isPublicDomain,primaryImage,primaryImageSmall,additionalImages,constituents,department,objectName,title,culture,period,dynasty,reign,portfolio,artistRole,artistPrefix,artistDisplayName,artistDisplayBio,artistSuffix,artistAlphaSort,artistNationality,artistBeginDate,artistEndDate,artistGender,artistWikidata_URL,artistULAN_URL,objectDate,objectBeginDate,objectEndDate,medium,dimensions,measurements,creditLine,geographyType,city,state,county,country,region,subregion,locale,locus,excavation,river,classification,rightsAndReproduction,linkResource,metadataDate,repository,objectURL,tags,objectWikidata_URL,isTimelineWork,GalleryNumber
281,322464,False,11.217.20,1911,True,https://images.metmuseum.org/CRDImages/an/original/ME11_217_20.jpg,https://images.metmuseum.org/CRDImages/an/web-large/ME11_217_20.jpg,['https://images.metmuseum.org/CRDImages/an/original/DP-211-051.jpg'],,Ancient Near Eastern Art,Cuneiform tablet,Cuneiform tablet: inventory,Neo-Sumerian,Ur III,,,,,,,,,,,,,,,,ca. 2045 B.C.,-2045,-2045,Clay,5.2 x 4.3 x 2.1 cm (2 x 1 3/4 x 7/8 in.),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.1, 'Height': 5.2, 'Width': 4.3}}]","Purchase, by exchange, 1911",,,,,,Mesopotamia,Lagash (modern al Hiba),,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/322464,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
282,322448,False,11.217.4,1911,True,https://images.metmuseum.org/CRDImages/an/original/ME11_217_4.jpg,https://images.metmuseum.org/CRDImages/an/web-large/ME11_217_4.jpg,"['https://images.metmuseum.org/CRDImages/an/original/DP-211-063.jpg', 'https://images.metmuseum.org/CRDImages/an/original/DP-211-064.jpg']",,Ancient Near Eastern Art,Cuneiform tablet,Cuneiform tablet: litigation,Babylonian,Old Babylonian,,,,,,,,,,,,,,,,ca. 1726 B.C.,-1726,-1726,Clay,9.7 x 5.1 x 2.9 cm (3 7/8 x 2 x 1 1/8 in.),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.9, 'Height': 9.7, 'Width': 5.1}}]","Purchase, by exchange, 1911",,,,,,Mesopotamia,Larsa (modern Senkereh),,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/322448,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
283,322126,False,07.154.5,1907,True,https://images.metmuseum.org/CRDImages/an/original/ME07_154_5A.JPG,https://images.metmuseum.org/CRDImages/an/web-large/ME07_154_5A.JPG,['https://images.metmuseum.org/CRDImages/an/original/DP-211-553.jpg'],,Ancient Near Eastern Art,Cuneiform tablet,Cuneiform tablet: letter,Babylonian or Achaemenid,Neo-Babylonian or Achaemenid,,,,,,,,,,,,,,,,ca. 7th–4th century B.C.,-700,-300,Clay,4.9 x 3 x 1.7 cm (1 7/8 x 1 1/8 x 5/8 in.),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 1.7000000000000002, 'Height': 4.9, 'Width': 3}}]","Gift of Matilda W. Bruce, 1907",,,,,,Mesopotamia,,,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/322126,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
284,321988,False,86.11.364,1886,True,https://images.metmuseum.org/CRDImages/an/original/DP-22413-001.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP-22413-001.jpg,"['https://images.metmuseum.org/CRDImages/an/original/vs86_11_540d.jpg', 'https://images.metmuseum.org/CRDImages/an/original/DP-211-321.jpg', 'https://images.metmuseum.org/CRDImages/an/original/DP-211-322.jpg', 'https://images.metmuseum.org/CRDImages/an/original/DP-22413-002.jpg']",,Ancient Near Eastern Art,Cuneiform tablet,Cuneiform tablet: number-syllabary,,,,,,,,,,,,,,,,,,ca. late 1st millennium B.C.,-500,-1,Clay,5 1/4 x 4 1/4 x 1 1/2 in. (13.4 x 10.7 x 3.7 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 13.4, 'Thickness': 3.7, 'Width': 10.7}}]","Purchase, 1886",,,,,,Mesopotamia,,,,,,,,,2021-09-29T04:36:04.603Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/321988,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
285,325842,False,66.245.1,1966,True,https://images.metmuseum.org/CRDImages/an/original/DP-13441-003.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP-13441-003.jpg,"['https://images.metmuseum.org/CRDImages/an/original/DP-211-092.jpg', 'https://images.metmuseum.org/CRDImages/an/original/DP-211-093.jpg', 'https://images.metmuseum.org/CRDImages/an/original/DP-13441-002.jpg']",,Ancient Near Eastern Art,Cuneiform tablet,Cuneiform tablet: private letter,Old Assyrian Trading Colony,Middle Bronze Age–Old Assyrian Trading Colony,,,,,,,,,,,,,,,,ca. 20th–19th century B.C.,-2000,-1800,Clay,6.8 × 5.4 × 2.3 cm (2 11/16 × 2 1/8 × 7/8 in.),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.3, 'Height': 6.8, 'Width': 5.4}}]","Gift of Mr. and Mrs. J. J. Klejman, 1966",,,,,,Anatolia,probably from Kültepe (Karum Kanesh),,,,,,,,2021-03-20T04:37:55.783Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/325842,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}, {'term': 'Correspondence', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300026877', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q1784733'}]",,True,
286,321706,False,86.11.111,1886,True,https://images.metmuseum.org/CRDImages/an/original/DP-12499-013.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP-12499-013.jpg,"['https://images.metmuseum.org/CRDImages/an/original/DP-12499-014.jpg', 'https://images.metmuseum.org/CRDImages/an/original/DP-211-087.jpg', 'https://images.metmuseum.org/CRDImages/an/original/DP-211-088.jpg']",,Ancient Near Eastern Art,Cuneiform tablet,Cuneiform tablet: private letter,Babylonian,Old Babylonian,,,,,,,,,,,,,,,,ca. 1632 B.C.,-1632,-1632,Clay,9.2 x 5.2 x 2.6 cm (3 5/8 x 2 x 1 in.),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.6, 'Height': 9.2, 'Width': 5.2}}]","Purchase, 1886",,,,,,Mesopotamia,probably Sippar-Yahrurum (modern Tell Abu Habba),,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/321706,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}, {'term': 'Correspondence', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300026877', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q1784733'}]",,True,
287,321937,False,86.11.313,1886,True,https://images.metmuseum.org/CRDImages/an/original/DP360674.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP360674.jpg,['https://images.metmuseum.org/CRDImages/an/original/DP-211-273.jpg'],,Ancient Near Eastern Art,Cuneiform tablet,Cuneiform tablet: hymn to Marduk,Babylonian (?),Neo-Babylonian (?),,,,,,,,,,,,,,,,1st millennium B.C.,-1000,1,Clay,3 1/2 x 3 7/8 x 1 1/8 in. (9 x 9.8 x 2.9 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.9, 'Height': 9, 'Width': 9.8}}]","Purchase, 1886",,,,,,Mesopotamia,,,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/321937,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,True,
288,321912,False,86.11.288,1886,True,https://images.metmuseum.org/CRDImages/an/original/vss86_11_288a.JPG,https://images.metmuseum.org/CRDImages/an/web-large/vss86_11_288a.JPG,"['https://images.metmuseum.org/CRDImages/an/original/DP-211-267.jpg', 'https://images.metmuseum.org/CRDImages/an/original/DP-211-268.jpg']",,Ancient Near Eastern Art,Cuneiform tablet,"Cuneiform tablet: collection of ershemmas (nos. 45, 59, 53)",Seleucid or Parthian,Seleucid or Parthian,,,,,,,,,,,,,,,,ca. late 4th century B.C.–early 3rd century A.D.,-330,220,Clay,3.33 x 1.88 in. (8.46 x 4.78 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 8.46, 'Width': 4.78}}]","Purchase, 1886",,,,,,Mesopotamia,probably from Babylon (modern Hillah),,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/321912,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
289,322110,False,86.11.557,1886,True,https://images.metmuseum.org/CRDImages/an/original/vss86_11_288a.JPG,https://images.metmuseum.org/CRDImages/an/web-large/vss86_11_288a.JPG,[],,Ancient Near Eastern Art,Cuneiform tablet,"Cuneiform tablet: collection of ershemmas (nos. 45, 59, 53)",Seleucid or Parthian,Seleucid or Parthian,,,,,,,,,,,,,,,,ca. late 4th century B.C.–early 3rd century A.D.,-330,220,Clay,0.55 x 0.51 x 0.91 in. (1.4 x 1.3 x 2.31 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.31, 'Height': 1.4, 'Width': 1.3}}]","Purchase, 1886",,,,,,Mesopotamia,probably from Babylon (modern Hilah),,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/322110,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
290,321786,False,86.11.208,1886,True,https://images.metmuseum.org/CRDImages/an/original/ME86_11_208.jpg,https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_208.jpg,['https://images.metmuseum.org/CRDImages/an/original/DP-211-472.jpg'],,Ancient Near Eastern Art,Cuneiform tablet,Cuneiform tablet: payment agreement,Babylonian,Neo-Babylonian,,,,,,,,,,,,,,,,ca. 544 B.C.,-544,-544,Clay,3.8 x 4.9 x 1.8 cm (1 1/2 x 1 7/8 x 3/4 in.),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 1.8, 'Height': 3.8, 'Width': 4.9}}]","Purchase, 1886",,,,,,Mesopotamia,,,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/321786,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
291,324407,False,54.136.2a–d,1954,True,https://images.metmuseum.org/CRDImages/an/original/ME54_136_2.jpg,https://images.metmuseum.org/CRDImages/an/web-large/ME54_136_2.jpg,[],,Ancient Near Eastern Art,Cuneiform inscription,Fragmentary cuneiform inscription,Assyrian,Neo-Assyrian,,,,,,,,,,,,,,,,ca. 7th century B.C.,-700,-600,Stone,2.07 x 1.67 in. (5.26 x 4.24 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 4.24, 'Width': 5.26}}]","Gift of Edith A. Van Wyck, 1954",,,,,,Mesopotamia,Nineveh,,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/324407,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
292,325853,False,66.245.12,1966,True,https://images.metmuseum.org/CRDImages/an/original/ME66_245_12.jpg,https://images.metmuseum.org/CRDImages/an/web-large/ME66_245_12.jpg,['https://images.metmuseum.org/CRDImages/an/original/DP-211-136.jpg'],,Ancient Near Eastern Art,Cuneiform tablet,Cuneiform tablet: commercial note,Old Assyrian Trading Colony,Middle Bronze Age–Old Assyrian Trading Colony,,,,,,,,,,,,,,,,ca. 20th–19th century B.C.,-2000,-1800,Clay,4.3 x 5 x 1.7 cm (1 3/4 x 2 x 5/8 in.),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 1.7000000000000002, 'Height': 4.3, 'Width': 5}}]","Gift of Mr. and Mrs. J. J. Klejman, 1966",,,,,,Anatolia,probably from Kültepe (Karum Kanesh),,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/325853,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
293,325850,False,66.245.9,1966,True,https://images.metmuseum.org/CRDImages/an/original/ME66_245_9.jpg,https://images.metmuseum.org/CRDImages/an/web-large/ME66_245_9.jpg,['https://images.metmuseum.org/CRDImages/an/original/DP-211-105.jpg'],,Ancient Near Eastern Art,Cuneiform tablet,Cuneiform tablet: private letter,Old Assyrian Trading Colony,Middle Bronze Age–Old Assyrian Trading Colony,,,,,,,,,,,,,,,,ca. 20th–19th century B.C.,-2000,-1800,Clay,5.2 x 4.8 x 1.7 cm (2 x 1 7/8 x 5/8 in.),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 1.7000000000000002, 'Height': 5.2, 'Width': 4.8}}]","Gift of Mr. and Mrs. J. J. Klejman, 1966",,,,,,Anatolia,probably from Kültepe (Karum Kanesh),,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/325850,"[{'term': 'Correspondence', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300026877', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q1784733'}, {'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
294,324591,False,57.16.6,1957,True,https://images.metmuseum.org/CRDImages/an/original/ME57_16_6.jpg,https://images.metmuseum.org/CRDImages/an/web-large/ME57_16_6.jpg,['https://images.metmuseum.org/CRDImages/an/original/DP-211-058.jpg'],,Ancient Near Eastern Art,Cuneiform tablet,Cuneiform tablet: messenger tablet,Neo-Sumerian,Ur III,,,,,,,,,,,,,,,,ca. 2027 B.C.,-2027,-2027,Clay,3.4 x 2.8 x 1.3 cm (1 3/8 x 1 1/8 x 1/2 in.),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 1.3, 'Height': 3.4, 'Width': 2.8}}]","Gift of Mrs. Henry E. Coe, 1957",,,,,,Mesopotamia,Umma (modern Jokha),,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/324591,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
295,321792,False,86.11.214a,1886,True,https://images.metmuseum.org/CRDImages/an/original/vs86_11_214a.jpg,https://images.metmuseum.org/CRDImages/an/web-large/vs86_11_214a.jpg,['https://images.metmuseum.org/CRDImages/an/original/DP-211-073.jpg'],,Ancient Near Eastern Art,Cuneiform tablet,Cuneiform tablet: field rental,Babylonian,Old Babylonian,,,,,,,,,,,,,,,,ca. 1749–1712 B.C.,-1749,-1712,Clay,4.1 x 3.4 x 2 cm (1 5/8 x 1 3/8 x 3/4 in.),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2, 'Height': 4.1, 'Width': 3.4}}]","Purchase, 1886",,,,,,Mesopotamia,probably from Sippar (modern Tell Abu Habba),,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/321792,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
296,321953,False,86.11.329,1886,True,https://images.metmuseum.org/CRDImages/an/original/ME86_11_329.jpg,https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_329.jpg,['https://images.metmuseum.org/CRDImages/an/original/DP-211-075.jpg'],,Ancient Near Eastern Art,Cuneiform tablet,Cuneiform tablet: field sale,Babylonian,Old Babylonian,,,,,,,,,,,,,,,,ca. 20th–16th century B.C.,-2000,-1500,Clay,4.9 x 3.8 x 1.7 cm (1 7/8 x 1 1/2 x 5/8 in.),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 1.7000000000000002, 'Height': 4.9, 'Width': 3.8}}]","Purchase, 1886",,,,,,Mesopotamia,probably from Sippar (modern Tell Abu Habba),,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/321953,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
297,325843,False,66.245.2,1966,True,https://images.metmuseum.org/CRDImages/an/original/ME66_245_2.jpg,https://images.metmuseum.org/CRDImages/an/web-large/ME66_245_2.jpg,['https://images.metmuseum.org/CRDImages/an/original/DP-211-090.jpg'],,Ancient Near Eastern Art,Cuneiform tablet,Cuneiform tablet: private letter,Old Assyrian Trading Colony,Middle Bronze Age–Old Assyrian Trading Colony,,,,,,,,,,,,,,,,ca. 20th–19th century B.C.,-2000,-1800,Clay,5.6 x 4.9 x 2 cm (2 1/4 x 1 7/8 x 3/4 in.),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2, 'Height': 5.6, 'Width': 4.9}}]","Gift of Mr. and Mrs. J. J. Klejman, 1966",,,,,,Anatolia,probably from Kültepe (Karum Kanesh),,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/325843,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
298,322460,False,11.217.16,1911,True,https://images.metmuseum.org/CRDImages/an/original/ME11_217_16.jpg,https://images.metmuseum.org/CRDImages/an/web-large/ME11_217_16.jpg,['https://images.metmuseum.org/CRDImages/an/original/DP-211-084.jpg'],,Ancient Near Eastern Art,Cuneiform tablet,Cuneiform tablet: ration list,Babylonian,Old Babylonian,,,,,,,,,,,,,,,,ca. 20th–16th century B.C.,-2000,-1500,Clay,5.7 x 4 x 2.2 cm (2 1/4 x 1 5/8 x 7/8 in.),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.2, 'Height': 5.7, 'Width': 4}}]","Purchase, by exchange, 1911",,,,,,Mesopotamia,probably from Sippar (modern Tell Abu Habba),,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/322460,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
299,322470,False,11.217.26,1911,True,https://images.metmuseum.org/CRDImages/an/original/ME11_217_26.jpg,https://images.metmuseum.org/CRDImages/an/web-large/ME11_217_26.jpg,['https://images.metmuseum.org/CRDImages/an/original/DP-211-086.jpg'],,Ancient Near Eastern Art,Cuneiform tablet,Cuneiform tablet: ration list,Babylonian,Old Babylonian,,,,,,,,,,,,,,,,ca. 20th–16th century B.C.,-2000,-1500,Clay,6.7 x 4.1 x 2.1 cm (2 5/8 x 1 5/8 x 7/8 in.),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.1, 'Height': 6.7, 'Width': 4.1}}]","Purchase, by exchange, 1911",,,,,,Mesopotamia,probably from Sippar (modern Tell Abu Habba),,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/322470,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
300,322098,False,86.11.544,1886,True,https://images.metmuseum.org/CRDImages/an/original/vs86_11_553_360_517.jpg,https://images.metmuseum.org/CRDImages/an/web-large/vs86_11_553_360_517.jpg,[],,Ancient Near Eastern Art,Cuneiform tablet,Cuneiform tablet: unidentified balag,Seleucid or Parthian,Seleucid or Parthian,,,,,,,,,,,,,,,,ca. 2nd–1st century B.C.,-200,-1,Clay,2 7/8 x 3 1/8 x 1 in. (7.2 x 8 x 2.6 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 7.2, 'Thickness': 2.6, 'Width': 8}}]","Purchase, 1886",,,,,,Mesopotamia,probably from Babylon (modern Hilah),,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/322098,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
301,325848,False,66.245.7,1966,True,https://images.metmuseum.org/CRDImages/an/original/ME66_245_7.jpg,https://images.metmuseum.org/CRDImages/an/web-large/ME66_245_7.jpg,"['https://images.metmuseum.org/CRDImages/an/original/DP-211-099.jpg', 'https://images.metmuseum.org/CRDImages/an/original/DP-211-100.jpg']",,Ancient Near Eastern Art,Cuneiform tablet,Cuneiform tablet: private letter,Old Assyrian Trading Colony,Middle Bronze Age–Old Assyrian Trading Colony,,,,,,,,,,,,,,,,ca. 20th–19th century B.C.,-2000,-1800,Clay,7.9 x 5.8 x 2.4 cm (3 1/8 x 2 1/4 x 1 in.),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.4, 'Height': 7.9, 'Width': 5.8}}]","Gift of Mr. and Mrs. J. J. Klejman, 1966",,,,,,Anatolia,probably from Kültepe (Karum Kanesh),,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/325848,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
302,325845,False,66.245.4,1966,True,https://images.metmuseum.org/CRDImages/an/original/ME66_245_4.jpg,https://images.metmuseum.org/CRDImages/an/web-large/ME66_245_4.jpg,"['https://images.metmuseum.org/CRDImages/an/original/DP-211-094.jpg', 'https://images.metmuseum.org/CRDImages/an/original/DP-211-095.jpg']",,Ancient Near Eastern Art,Cuneiform tablet,Cuneiform tablet: private letter,Old Assyrian Trading Colony,Middle Bronze Age–Old Assyrian Trading Colony,,,,,,,,,,,,,,,,ca. 20th–19th century B.C.,-2000,-1800,Clay,6.8 x 5.6 x 1.9 cm (2 5/8 x 2 1/4 x 3/4 in.),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 1.9, 'Height': 6.8, 'Width': 5.6}}]","Gift of Mr. and Mrs. J. J. Klejman, 1966",,,,,,Anatolia,probably from Kültepe (Karum Kanesh),,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/325845,"[{'term': 'Correspondence', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300026877', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q1784733'}, {'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
303,325844,False,66.245.3,1966,True,https://images.metmuseum.org/CRDImages/an/original/ME66_245_3.jpg,https://images.metmuseum.org/CRDImages/an/web-large/ME66_245_3.jpg,['https://images.metmuseum.org/CRDImages/an/original/DP-211-098.jpg'],,Ancient Near Eastern Art,Cuneiform tablet,Cuneiform tablet: private letter,Old Assyrian Trading Colony,Middle Bronze Age–Old Assyrian Trading Colony,,,,,,,,,,,,,,,,ca. 20th–19th century B.C.,-2000,-1800,Clay,6 x 4.5 x 1.9 cm (2 3/8 x 1 3/4 x 3/4 in.),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 1.9, 'Height': 6, 'Width': 4.5}}]","Gift of Mr. and Mrs. J. J. Klejman, 1966",,,,,,Anatolia,probably from Kültepe (Karum Kanesh),,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/325844,"[{'term': 'Correspondence', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300026877', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q1784733'}, {'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
304,325862,False,66.245.21a,1966,True,https://images.metmuseum.org/CRDImages/an/original/ME66_245_21a.jpg,https://images.metmuseum.org/CRDImages/an/web-large/ME66_245_21a.jpg,"['https://images.metmuseum.org/CRDImages/an/original/DP-211-115.jpg', 'https://images.metmuseum.org/CRDImages/an/original/DP-211-116.jpg']",,Ancient Near Eastern Art,Cuneiform tablet,Cuneiform tablet: court deposition,Old Assyrian Trading Colony,Middle Bronze Age–Old Assyrian Trading Colony,,,,,,,,,,,,,,,,ca. 20th–19th century B.C.,-2000,-1800,Clay,7.1 x 5.3 x 2.1 cm (2 3/4 x 2 1/8 x 7/8 in.),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.1, 'Height': 7.1, 'Width': 5.3}}]","Gift of Mr. and Mrs. J. J. Klejman, 1966",,,,,,Anatolia,probably from Kültepe (Karum Kanesh),,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/325862,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
